trans_time,amt,lat,long,city_pop,merch_lat,merch_long,is_fraud
3,311.48,38.046,-122.1866,198,38.154261,-123.162765,1
5,9.13,39.7795,-93.3014,964,40.418609,-93.548774,1
7,257.47,45.3304,-118.0852,16955,44.57571,-117.80987,1
13,880.19,38.046,-122.1866,198,38.471698,-122.846694,1
22,696.29,39.7795,-93.3014,964,39.868586,-92.549576,1
22,957.09,45.3304,-118.0852,16955,46.157676,-117.699328,1
23,1016.26,45.3304,-118.0852,16955,44.449987,-118.256304,1
23,289.74,39.7795,-93.3014,964,39.515652,-94.123122,1
23,45.24,38.046,-122.1866,198,38.269367,-121.840603,1
23,900.06,39.7795,-93.3014,964,38.864622,-92.568113,1
23,1140.72,45.3304,-118.0852,16955,44.916768,-117.690038,1
23,786.4,38.046,-122.1866,198,38.679519,-121.762099,1
1,289.12,44.6873,-104.4414,110,45.074749,-104.113397,1
2,325.35,44.6873,-104.4414,110,45.087558,-104.09532,1
3,280.64,44.6873,-104.4414,110,45.357955,-104.809791,1
22,828.73,44.6873,-104.4414,110,43.826015,-104.239668,1
22,853.8,44.6873,-104.4414,110,44.062324,-103.879906,1
0,295.85,44.6873,-104.4414,110,44.020015,-105.392134,1
1,348.01,43.921,-122.7806,1420,44.202317,-122.900884,1
2,16.73,43.921,-122.7806,1420,43.120671,-123.40541,1
10,309.35,43.921,-122.7806,1420,43.793951,-123.617007,1
16,123.61,44.6873,-104.4414,110,44.845781,-104.414629,1
18,763.2,43.921,-122.7806,1420,43.043863,-122.854471,1
22,935.83,44.6873,-104.4414,110,43.774893,-104.564982,1
22,912.51,44.6873,-104.4414,110,45.219679,-104.676706,1
22,615.49,43.921,-122.7806,1420,43.28018,-122.063582,1
23,1073.84,43.921,-122.7806,1420,43.10308,-123.429968,1
23,920.07,43.921,-122.7806,1420,43.948308,-122.346761,1
23,803.95,43.921,-122.7806,1420,43.019291,-123.267731,1
23,362.56,43.921,-122.7806,1420,44.328304,-122.658093,1
23,787.51,43.921,-122.7806,1420,43.674503,-123.424749,1
0,297.37,43.921,-122.7806,1420,43.834392,-122.19793,1
2,348.36,43.921,-122.7806,1420,43.482349,-123.481414,1
2,357.5,43.921,-122.7806,1420,43.89829,-122.943875,1
21,833.74,35.0561,-106.5506,641349,35.5078,-106.296518,1
22,20.25,35.0561,-106.5506,641349,35.003639,-107.484173,1
22,801.83,35.0561,-106.5506,641349,34.487789,-105.783679,1
22,695.53,43.921,-122.7806,1420,44.603272,-123.012746,1
22,1156.15,35.0561,-106.5506,641349,34.625719,-106.546502,1
22,995.63,35.0561,-106.5506,641349,35.209581,-106.704058,1
23,875.17,35.0561,-106.5506,641349,34.338973,-105.885555,1
23,321.17,35.0561,-106.5506,641349,34.483199,-105.901154,1
23,51.02,43.921,-122.7806,1420,43.691838,-122.921076,1
23,664.64,35.0561,-106.5506,641349,34.374677,-105.780368,1
0,281.68,35.0561,-106.5506,641349,34.071853,-107.032302,1
1,9.72,35.0561,-106.5506,641349,34.337435,-106.863773,1
2,293.68,35.0561,-106.5506,641349,34.446637,-106.429048,1
22,749.92,35.0561,-106.5506,641349,34.113082,-107.405093,1
22,871.27,35.4311,-105.9409,923,34.839465,-106.569735,1
22,51.66,35.4311,-105.9409,923,35.907743,-105.212285,1
12,340.18,35.4311,-105.9409,923,36.14015,-106.119865,1
21,671.44,35.4311,-105.9409,923,36.411315,-105.841668,1
23,806.03,35.4311,-105.9409,923,35.933504,-106.014046,1
0,298.7,40.0456,-97.4735,121,39.94901,-96.703476,1
0,10.44,40.0456,-97.4735,121,41.029483,-98.428136,1
1,300.27,40.0456,-97.4735,121,39.413321,-98.075579,1
1,299.49,40.0456,-97.4735,121,39.785211,-96.60896,1
2,9.21,40.0456,-97.4735,121,39.303936,-96.976292,1
3,285.81,40.0456,-97.4735,121,40.990782,-97.605382,1
14,20.27,40.0456,-97.4735,121,39.465551,-98.369363,1
22,1165.94,40.0456,-97.4735,121,39.497113,-96.492329,1
22,942.93,40.0456,-97.4735,121,40.562529,-97.87002,1
22,1078.92,40.0456,-97.4735,121,40.281654,-97.399513,1
23,9.15,40.0456,-97.4735,121,40.972924,-97.091445,1
23,996.11,40.0456,-97.4735,121,40.540097,-96.514041,1
23,659.33,40.0456,-97.4735,121,40.411281,-98.44628,1
23,9.89,40.0456,-97.4735,121,39.236317,-98.195775,1
23,956.7,40.0456,-97.4735,121,40.069524,-98.054297,1
23,741.78,40.0456,-97.4735,121,40.446029,-97.471297,1
0,10.54,40.0456,-97.4735,121,40.078922,-98.097347,1
1,307.7,40.0456,-97.4735,121,39.201694,-96.933869,1
1,328.75,40.0456,-97.4735,121,40.552089,-96.848354,1
1,13.17,43.0048,-108.8964,1645,43.432352,-108.982476,1
2,11.74,43.0048,-108.8964,1645,42.656763,-109.86824,1
23,19.16,43.0048,-108.8964,1645,42.084862,-109.537321,1
22,830.06,43.0048,-108.8964,1645,42.739276,-107.975363,1
22,261.79,43.0048,-108.8964,1645,42.20423,-109.34123,1
23,594.09,43.0048,-108.8964,1645,42.468523,-109.687147,1
23,130.08,43.0048,-108.8964,1645,42.869714,-108.879962,1
23,20.41,43.0048,-108.8964,1645,42.132393,-109.69482,1
23,19.23,43.0048,-108.8964,1645,42.995377,-109.128294,1
22,626.15,38.6171,-90.4504,927396,37.914098,-90.285022,1
23,950.42,38.6171,-90.4504,927396,38.136074,-91.201963,1
0,9.95,38.6171,-90.4504,927396,37.774315,-90.437294,1
16,914.49,38.6171,-90.4504,927396,38.662236,-90.250241,1
22,1209.7,38.6171,-90.4504,927396,38.526279,-90.26912,1
22,18.69,38.6171,-90.4504,927396,38.094351,-89.451882,1
23,292.07,38.6171,-90.4504,927396,38.558104,-89.516269,1
23,733.72,38.6171,-90.4504,927396,38.564132,-90.515652,1
0,7.52,38.9621,-94.5959,545147,39.560756,-94.443252,1
1,1039.27,38.9621,-94.5959,545147,38.00688,-93.634885,1
17,19.58,38.9621,-94.5959,545147,39.281459,-95.272647,1
22,20.63,38.9621,-94.5959,545147,38.566084,-94.554631,1
22,118.06,38.9621,-94.5959,545147,39.816457,-94.222948,1
0,363.36,38.9621,-94.5959,545147,38.333238,-94.979839,1
0,738.87,38.9621,-94.5959,545147,39.599601,-93.835232,1
1,120.36,38.9621,-94.5959,545147,39.153754,-94.791654,1
1,981.21,38.9621,-94.5959,545147,38.935839,-93.943521,1
0,316.98,38.4305,-90.387,35439,38.166467,-91.19346,1
2,280.25,38.4305,-90.387,35439,38.876613,-89.844888,1
8,285.62,38.4305,-90.387,35439,37.946951,-90.530548,1
23,826.45,38.4305,-90.387,35439,38.369595,-90.519745,1
23,946.78,38.4305,-90.387,35439,38.61619,-89.761764,1
23,778.43,38.4305,-90.387,35439,38.091935,-90.845828,1
17,933.0,38.4305,-90.387,35439,37.932265,-90.985545,1
22,535.49,38.4305,-90.387,35439,37.58985,-91.219988,1
0,272.15,33.4317,-111.8469,478404,33.192118,-112.242884,1
3,10.46,33.4317,-111.8469,478404,33.965647,-111.677125,1
14,305.28,33.4317,-111.8469,478404,32.540641,-112.713779,1
22,902.9,33.4317,-111.8469,478404,33.761519,-111.078275,1
22,951.95,33.4317,-111.8469,478404,33.983716,-112.23348,1
23,833.02,33.4317,-111.8469,478404,33.641108,-111.547395,1
23,315.44,33.4317,-111.8469,478404,33.805759,-112.218332,1
1,355.37,33.4317,-111.8469,478404,33.579355,-111.88588,1
1,358.01,37.6787,-122.478,107941,38.028555,-121.606588,1
1,858.92,37.6787,-122.478,107941,36.806604,-121.821534,1
3,9.0,37.6787,-122.478,107941,36.889644,-121.648145,1
10,7.19,37.6787,-122.478,107941,37.229158,-122.294453,1
16,311.53,41.0552,-110.1603,49,41.268673,-110.092197,1
22,956.38,41.0552,-110.1603,49,41.224937,-109.321399,1
22,934.88,41.0552,-110.1603,49,41.246515,-110.452673,1
22,951.58,41.0552,-110.1603,49,40.057229,-109.76986,1
22,310.03,41.0552,-110.1603,49,41.283249,-110.290484,1
22,927.82,41.0552,-110.1603,49,40.523849,-110.92838,1
22,870.91,33.4317,-111.8469,478404,32.775339,-110.871124,1
22,17.81,37.6787,-122.478,107941,36.968567,-122.762153,1
23,1016.82,41.0552,-110.1603,49,41.721338,-109.350232,1
23,973.5,41.0552,-110.1603,49,40.698682,-110.489824,1
23,272.25,37.6787,-122.478,107941,38.05109,-123.033888,1
0,463.74,37.6787,-122.478,107941,38.408105,-122.911673,1
0,898.86,37.6787,-122.478,107941,38.482353,-122.684603,1
0,1086.61,38.4549,-122.2564,94014,38.009217,-122.483321,1
0,7.52,41.0552,-110.1603,49,41.573646,-110.021844,1
1,797.81,37.6787,-122.478,107941,37.862909,-123.102163,1
1,278.4,41.0552,-110.1603,49,41.424347,-109.350023,1
1,513.6,37.6787,-122.478,107941,37.038019,-121.506241,1
1,312.3,41.0552,-110.1603,49,41.175752,-109.345501,1
2,910.76,37.6787,-122.478,107941,37.307984,-121.509379,1
3,7.82,41.0552,-110.1603,49,41.528662,-111.115379,1
21,1050.98,41.0552,-110.1603,49,41.487165,-110.332285,1
22,23.07,38.4549,-122.2564,94014,38.440172,-121.930178,1
22,20.68,38.4549,-122.2564,94014,38.950726,-121.514884,1
23,8.98,38.4549,-122.2564,94014,39.280663,-121.861572,1
23,1101.74,41.0552,-110.1603,49,41.424991,-109.843923,1
1,381.39,38.4549,-122.2564,94014,39.04434,-122.602069,1
9,348.72,38.4549,-122.2564,94014,38.029749,-122.067051,1
0,302.1,66.6933,-153.994,239,67.064277,-153.492308,1
1,8.1,66.6933,-153.994,239,66.835174,-154.388882,1
1,282.17,66.6933,-153.994,239,67.397018,-154.118108,1
18,1154.81,66.6933,-153.994,239,67.441518,-153.653849,1
22,977.1,66.6933,-153.994,239,66.115234,-154.790455,1
22,1099.67,66.6933,-153.994,239,67.510267,-153.069184,1
23,805.96,66.6933,-153.994,239,66.591565,-153.91991,1
1,9.94,66.6933,-153.994,239,66.252098,-154.718147,1
3,318.37,66.6933,-153.994,239,67.188111,-153.78819,1
22,1136.04,66.6933,-153.994,239,66.180186,-154.53907,1
22,973.84,66.6933,-153.994,239,66.145366,-154.681121,1
22,739.18,66.6933,-153.994,239,66.357215,-153.443491,1
1,9.91,48.0379,-118.9419,1439,48.622535,-118.904343,1
1,8.78,48.0379,-118.9419,1439,47.496065,-119.832317,1
1,295.16,48.0379,-118.9419,1439,47.584587,-119.288769,1
2,269.76,48.0379,-118.9419,1439,47.288864,-119.560973,1
5,307.86,48.0379,-118.9419,1439,48.431451,-118.414755,1
12,1054.8,48.0379,-118.9419,1439,48.884197,-119.304394,1
20,1194.56,48.0379,-118.9419,1439,47.387798,-118.757079,1
23,1256.43,48.0379,-118.9419,1439,48.943199,-118.590709,1
23,708.06,48.0379,-118.9419,1439,48.399976,-118.784017,1
23,757.36,48.0379,-118.9419,1439,48.57905,-118.658233,1
23,6.33,48.0379,-118.9419,1439,48.157637,-119.394795,1
0,8.45,39.7656,-104.7069,389246,40.446763,-105.314809,1
1,301.9,48.0379,-118.9419,1439,48.775604,-118.631265,1
1,282.54,48.0379,-118.9419,1439,48.552067,-118.828143,1
1,10.41,39.7417,-93.6289,271,39.779283,-94.220913,1
3,315.55,39.7656,-104.7069,389246,39.35549,-104.188137,1
3,9.86,39.7656,-104.7069,389246,40.428908,-104.807331,1
3,7.97,48.0379,-118.9419,1439,48.206311,-118.320833,1
9,955.52,39.7417,-93.6289,271,38.964884,-94.48916,1
15,21.96,39.7417,-93.6289,271,40.70596,-94.07695,1
17,1162.35,39.7656,-104.7069,389246,40.157469,-103.745416,1
22,18.08,39.7656,-104.7069,389246,40.529993,-104.137096,1
22,932.41,39.7656,-104.7069,389246,39.97618,-105.346222,1
22,26.13,39.7417,-93.6289,271,40.322873,-93.662674,1
23,18.2,39.7417,-93.6289,271,40.32552,-92.923807,1
23,19.57,39.7417,-93.6289,271,40.012439,-94.173045,1
23,797.05,39.7656,-104.7069,389246,39.335248,-104.862568,1
23,6.39,48.0379,-118.9419,1439,48.640454,-118.771347,1
23,231.12,39.7417,-93.6289,271,39.816994,-93.070212,1
23,270.28,39.7417,-93.6289,271,39.512595,-94.348475,1
23,19.82,39.7417,-93.6289,271,39.918832,-94.414317,1
0,758.05,39.7417,-93.6289,271,39.150604,-93.533641,1
0,316.84,39.7656,-104.7069,389246,40.253749,-105.421264,1
1,315.96,39.7656,-104.7069,389246,39.723035,-105.285917,1
2,8.12,39.7417,-93.6289,271,39.4273,-93.330428,1
3,9.21,39.7656,-104.7069,389246,39.34278,-105.141471,1
3,289.41,39.7656,-104.7069,389246,40.373788,-104.313727,1
23,236.87,39.7417,-93.6289,271,38.830508,-93.935056,1
2,336.08,40.4591,-98.5551,463,39.540778,-98.121694,1
22,335.02,40.4591,-98.5551,463,40.051279,-99.18663,1
23,1011.94,40.4591,-98.5551,463,40.896805,-97.782589,1
23,7.55,40.4591,-98.5551,463,39.675498,-98.232851,1
22,1045.91,40.4591,-98.5551,463,40.32476,-97.717831,1
22,621.8,40.4591,-98.5551,463,39.964514,-98.007375,1
0,98.7,34.3795,-118.523,34882,34.956507,-118.702334,1
3,128.49,34.3795,-118.523,34882,35.174848,-118.781514,1
1,1038.29,34.3795,-118.523,34882,35.160525,-117.540395,1
22,910.76,40.7268,-124.2174,276,41.45075,-124.560402,1
23,697.52,40.7268,-124.2174,276,40.566166,-123.975972,1
23,49.83,40.7268,-124.2174,276,40.901787,-124.88738,1
0,23.02,40.7268,-124.2174,276,40.250836,-125.183176,1
2,12.0,40.7268,-124.2174,276,41.531019,-123.891251,1
2,349.7,40.7268,-124.2174,276,39.998621,-124.646892,1
2,326.64,40.7268,-124.2174,276,40.554803,-124.048395,1
12,974.95,40.7268,-124.2174,276,40.154377,-124.538708,1
22,337.68,40.7268,-124.2174,276,41.603454,-124.872206,1
23,847.19,40.7268,-124.2174,276,40.315134,-123.581372,1
23,340.41,40.7268,-124.2174,276,39.754545,-123.495913,1
23,873.75,40.7268,-124.2174,276,41.58343,-124.129603,1
22,734.75,37.7773,-119.0825,633,38.64621,-118.323755,1
22,888.44,37.7773,-119.0825,633,37.392469,-119.493782,1
23,613.99,37.7773,-119.0825,633,37.831978,-118.35841,1
16,346.58,37.7773,-119.0825,633,37.864965,-119.937024,1
22,350.64,37.7773,-119.0825,633,37.694311,-119.874281,1
22,331.2,37.7773,-119.0825,633,38.700466,-118.337007,1
5,14.01,44.0385,-123.0614,191096,44.544897,-122.406761,1
22,861.34,44.0385,-123.0614,191096,43.491701,-122.938921,1
22,289.51,44.0385,-123.0614,191096,44.757364,-123.250058,1
23,865.88,44.0385,-123.0614,191096,44.871443,-123.782105,1
0,309.33,44.0385,-123.0614,191096,43.099765,-123.487268,1
0,262.56,44.0385,-123.0614,191096,44.563191,-123.25377,1
1,11.93,44.0385,-123.0614,191096,44.176418,-122.833979,1
1,297.95,44.0385,-123.0614,191096,44.338684,-123.745909,1
12,999.84,44.0385,-123.0614,191096,44.991922,-122.790807,1
22,872.94,44.0385,-123.0614,191096,44.514012,-123.811496,1
22,945.07,44.0385,-123.0614,191096,43.874128,-122.496196,1
23,277.2,44.0385,-123.0614,191096,43.966848,-124.02892,1
0,340.02,44.6255,-116.4493,129,44.57346,-115.970708,1
0,18.55,39.8127,-120.6405,1725,40.783358,-121.373932,1
0,307.53,44.6255,-116.4493,129,43.952534,-117.070686,1
0,298.19,39.8127,-120.6405,1725,40.387359,-120.874787,1
1,344.48,44.6255,-116.4493,129,44.578933,-116.973647,1
10,20.3,44.6255,-116.4493,129,43.846744,-117.39462,1
14,2.13,39.8127,-120.6405,1725,39.820223,-121.569154,1
22,973.38,44.6255,-116.4493,129,43.811817,-115.676318,1
22,794.06,44.6255,-116.4493,129,44.026778,-116.095607,1
23,806.16,44.6255,-116.4493,129,45.21976,-117.049298,1
23,333.17,39.8127,-120.6405,1725,40.043488,-120.115626,1
23,336.71,39.8127,-120.6405,1725,39.894543,-121.344376,1
23,965.16,44.6255,-116.4493,129,44.962783,-116.48154,1
2,310.9,44.6255,-116.4493,129,45.361519,-117.218034,1
2,313.33,39.8127,-120.6405,1725,39.384,-119.960675,1
3,302.59,39.8127,-120.6405,1725,40.045071,-121.421907,1
22,1093.55,44.6255,-116.4493,129,44.370477,-117.240923,1
22,305.5,39.8127,-120.6405,1725,40.267768,-120.239292,1
23,938.4,44.6255,-116.4493,129,44.093498,-117.426157,1
23,49.49,39.8127,-120.6405,1725,39.261222,-119.712888,1
0,8.52,35.1506,-106.569,641349,34.539196,-106.811246,1
0,6.3,35.1506,-106.569,641349,35.802013,-106.302231,1
0,830.38,35.1506,-106.569,641349,35.678266,-106.273871,1
2,338.29,35.1506,-106.569,641349,35.067209,-105.966085,1
22,22.32,35.1506,-106.569,641349,34.838258,-107.559497,1
0,1016.88,35.1506,-106.569,641349,35.555771,-105.850349,1
1,494.73,35.1506,-106.569,641349,34.743454,-106.144941,1
1,1152.92,35.1506,-106.569,641349,34.476275,-106.612729,1
1,580.32,35.1506,-106.569,641349,34.307045,-106.993296,1
17,17.38,35.1506,-106.569,641349,34.611238,-106.078988,1
22,993.66,38.2352,-104.66,151815,38.93627,-104.177415,1
22,242.48,35.1506,-106.569,641349,35.557521,-107.278459,1
23,740.25,38.2352,-104.66,151815,38.484692,-105.587525,1
23,8.74,35.1506,-106.569,641349,34.642188,-105.975287,1
0,276.33,38.2352,-104.66,151815,38.428237,-104.291257,1
1,299.87,38.2352,-104.66,151815,38.857114,-105.043991,1
1,289.58,38.2352,-104.66,151815,37.509739,-104.29836,1
3,300.92,38.2352,-104.66,151815,38.436271,-105.34521,1
16,701.48,38.2352,-104.66,151815,38.269411,-103.709945,1
22,1059.44,38.2352,-104.66,151815,37.95742,-105.093446,1
23,1123.17,38.2352,-104.66,151815,37.753404,-103.950877,1
23,1079.81,38.2352,-104.66,151815,37.811132,-105.182532,1
1,350.88,40.2967,-98.737,493,40.168247,-98.654576,1
1,22.57,40.2967,-98.737,493,40.465727,-99.673822,1
22,874.45,40.2967,-98.737,493,40.535701,-98.963429,1
22,784.69,40.2967,-98.737,493,40.297181,-98.356994,1
23,803.64,40.2967,-98.737,493,39.35034,-98.888914,1
0,8.27,38.5677,-109.5271,9772,39.500255,-110.124889,1
1,21.11,40.2967,-98.737,493,39.760017,-98.829185,1
2,288.62,38.5677,-109.5271,9772,39.161336,-108.740838,1
2,7.81,38.5677,-109.5271,9772,37.727841,-109.569386,1
3,351.2,38.2427,-122.9145,337,38.653491,-123.081267,1
3,23.84,38.2427,-122.9145,337,37.575484,-123.096167,1
6,304.52,38.5677,-109.5271,9772,39.402262,-109.386308,1
13,1069.68,40.2967,-98.737,493,39.319064,-97.869817,1
22,874.29,40.2967,-98.737,493,39.98626,-98.881492,1
22,303.68,40.2967,-98.737,493,39.647243,-98.558199,1
22,1175.88,40.2967,-98.737,493,40.368226,-99.166069,1
22,343.27,40.2967,-98.737,493,40.863615,-99.383553,1
22,873.24,38.2427,-122.9145,337,37.722091,-122.184361,1
23,126.78,40.2967,-98.737,493,40.21357,-98.865731,1
23,1006.34,38.5677,-109.5271,9772,39.423713,-109.706519,1
23,1158.16,40.2967,-98.737,493,39.787016,-98.745168,1
23,635.33,38.2427,-122.9145,337,38.637569,-122.32777,1
23,1026.88,38.2427,-122.9145,337,39.140867,-122.209983,1
1,9.63,38.5677,-109.5271,9772,37.959257,-109.800309,1
2,283.21,38.5677,-109.5271,9772,37.870377,-110.193522,1
15,827.78,38.2427,-122.9145,337,37.90017,-123.522281,1
20,826.2,38.2427,-122.9145,337,37.496306,-123.892576,1
22,1018.08,38.2427,-122.9145,337,38.625008,-122.742773,1
22,313.21,38.2427,-122.9145,337,39.013407,-123.186131,1
22,1040.49,38.5677,-109.5271,9772,38.679912,-110.397836,1
22,881.95,38.5677,-109.5271,9772,37.662655,-109.146111,1
23,799.36,38.2427,-122.9145,337,38.207717,-122.355959,1
3,307.58,39.4584,-106.3851,277,39.609764,-106.713261,1
13,1007.47,39.4584,-106.3851,277,39.541137,-106.698121,1
22,1019.96,39.4584,-106.3851,277,40.353567,-106.503599,1
23,1206.13,39.4584,-106.3851,277,39.355581,-105.788249,1
1,10.36,39.4584,-106.3851,277,40.394856,-105.701791,1
3,315.48,33.9581,-118.1174,111772,33.033591,-117.661666,1
